box_id,section_id,belt_rotation,timestamp,tag_name,probability,left,top,width,height,image_path,area,area_sum
1,1,1,2025-01-13T11:04:01.312733,carryback,0.3107166597668658,0.3608505048242502,0.2565906651820711,0.18307906043398622,0.18148138815176107,https://example.com/image_1.jpg,198.76259425088563,5052.343248369507
2,1,1,2025-01-13T11:04:02.312733,carryback,0.026118533307459613,0.5422830548620902,0.20698764930850944,0.3740885692253225,0.4025835794256172,https://example.com/image_2.jpg,1358.2015006942534,5052.343248369507
3,1,1,2025-01-13T11:04:03.312733,carryback,0.4684384857010393,0.6971113809333099,0.28029336083472733,0.25388065083608313,0.13335659228223215,https://example.com/image_3.jpg,167.8031044632926,5052.343248369507
4,1,1,2025-01-13T11:04:04.312733,carryback,0.4046742270015442,0.9386042876963954,0.024180535495203048,0.1353664394828568,0.14583993986692256,https://example.com/image_4.jpg,120.03198365764814,5052.343248369507
5,1,1,2025-01-13T11:04:05.312733,carryback,0.1645139432817675,0.6148366101808803,0.8172017338675611,0.24371019648836498,0.30687392238559963,https://example.com/image_5.jpg,302.5164620523969,5052.343248369507
6,1,1,2025-01-13T11:04:06.312733,carryback,0.5386092296909503,0.012858882996841459,0.575267181317849,0.1873667502733436,0.33401161476224595,https://example.com/image_6.jpg,335.1666146312372,5052.343248369507
7,1,1,2025-01-13T11:04:07.312733,carryback,0.5074891007133451,0.9695474754903586,0.49746301307523144,0.2609401295416568,0.27428207918826075,https://example.com/image_7.jpg,672.9890484384662,5052.343248369507
8,1,1,2025-01-13T11:04:08.312733,carryback,0.24422137618978956,0.08262115863749442,0.7728598991116484,0.2044849854812561,0.36549968118648235,https://example.com/image_8.jpg,111.02651346536847,5052.343248369507
9,1,1,2025-01-13T11:04:09.312733,carryback,0.7823397494621387,0.8596493319736546,0.41883772763948623,0.12076654561655098,0.4145264718175702,https://example.com/image_9.jpg,417.6726653299478,5052.343248369507
10,1,1,2025-01-13T11:04:10.312733,carryback,0.22255399779073448,0.6249894663913259,0.5820085370453312,0.31854456982518947,0.46367869898154657,https://example.com/image_10.jpg,1368.1727613860107,5052.343248369507
11,2,1,2025-01-13T11:04:11.312733,carryback,0.2145449461138268,0.7832465185701916,0.45110731734018916,0.3288988372504678,0.37897807456438215,https://example.com/image_11.jpg,226.56007791727367,955.1179521646516
12,2,1,2025-01-13T11:04:12.312733,carryback,0.635492514904552,0.6478389937648044,0.3443151754243632,0.28567891781281834,0.4962909772799723,https://example.com/image_12.jpg,728.5578742473779,955.1179521646516
13,3,1,2025-01-13T11:04:13.312733,carryback,0.6729605056743507,0.21605977712852764,0.9794499024420884,0.4841635178067727,0.3719045995631405,https://example.com/image_13.jpg,1300.2791530447948,1300.2791530447948
14,4,1,2025-01-13T11:04:14.312733,carryback,0.8993970450254686,0.2886500754977638,0.7657763097587273,0.2940518347194868,0.39480779407590016,https://example.com/image_14.jpg,54.16448401536791,371.6171305442538
15,4,1,2025-01-13T11:04:15.312733,carryback,0.5267858530569648,0.2738060146140422,0.15841991497475427,0.46597907629316593,0.3474642962435448,https://example.com/image_15.jpg,41.89226508307105,371.6171305442538
16,4,1,2025-01-13T11:04:16.312733,carryback,0.32167206901518075,0.31861439525441515,0.38871547309074395,0.10174131442805555,0.22751779915408324,https://example.com/image_16.jpg,20.51311690870932,371.6171305442538
17,4,1,2025-01-13T11:04:17.312733,carryback,0.5769021880802386,0.9088279038120739,0.565376131385392,0.3500564209311522,0.25201515239156064,https://example.com/image_17.jpg,31.102764043698386,371.6171305442538
18,4,1,2025-01-13T11:04:18.312733,carryback,0.8309015411054704,0.06309718841587897,0.8086741549251404,0.34440712928380385,0.1904797140305597,https://example.com/image_18.jpg,62.334580969442925,371.6171305442538
19,4,1,2025-01-13T11:04:19.312733,carryback,0.46496347066501276,0.8395945863920371,0.42983711666729907,0.3815841658732767,0.45611353245005415,https://example.com/image_19.jpg,49.87752893952908,371.6171305442538
20,4,1,2025-01-13T11:04:20.312733,carryback,0.8461634283654357,0.17776965680361656,0.6591013527019495,0.11701203496703726,0.15128341957493752,https://example.com/image_20.jpg,15.835848914669624,371.6171305442538
21,4,1,2025-01-13T11:04:21.312733,carryback,0.1824738291391439,0.7835602959770483,0.3940698690373654,0.2612346986237445,0.27634819936240357,https://example.com/image_21.jpg,26.093181438607708,371.6171305442538
22,4,1,2025-01-13T11:04:22.312733,carryback,0.8206193888902926,0.0792870546977229,0.8117450886558448,0.4072338244078998,0.4926828057517424,https://example.com/image_22.jpg,69.80336023115784,371.6171305442538
23,5,1,2025-01-13T11:04:23.312733,carryback,0.13238511742288905,0.32658816977577676,0.47754693781376767,0.26175850762311614,0.38945051837969424,https://example.com/image_23.jpg,673.1200470436469,750.6165001106583
